Merchant,Country,Location,Day,Local Time,Local Currency,Local Currency Transaction Value,Card Currency,Payment Amount,Margin Income F,Margin Income A
FinEdge,South Africa,Johannesburg,Monday,19:00,ZAR,230.52,EUR,230.52,2.31,6.92
Transactly,Norway,Trondheim,Tuesday,7:00,NOK,350.35,AED,86.51,0.87,2.6
Cashwave,China,Guangzhou,Saturday,19:00,CNY,151.64,USD,137.86,1.38,4.14
NeoCommerce,Malaysia,Kuala Lumpur,Thursday,6:00,MYR,228.92,EUR,228.92,2.29,6.87
EuroLink,UAE,Al Ain,Friday,9:00,AED,73.93,USD,67.21,0.67,2.02
SmartFunds,Thailand,Chiang Mai,Thursday,4:00,THB,70.24,USD,63.86,0.64,1.92
TradeNova,Ireland,Limerick,Friday,8:00,EUR,134.41,AED,33.19,0.33,1
NovaPay,Switzerland,Geneva,Wednesday,8:00,CHF,281.82,AED,69.58,0.7,2.09
BuyNet,China,Shanghai,Saturday,22:00,CNY,40.27,EUR,40.27,0.4,1.21
FlexiPay,USA,Phoenix,Wednesday,14:00,USD,468.59,EUR,468.59,4.69,14.06
MerchantX,Japan,Tokyo,Saturday,19:00,JPY,281.84,AUD,170.81,1.71,5.12
AlphaPay,Mexico,Puebla,Thursday,7:00,MXN,38.31,AED,9.46,0.09,0.28
GlobalMart,Mexico,Tijuana,Tuesday,9:00,MXN,414.35,EUR,414.35,4.14,12.43
PaySphere,South Africa,Cape Town,Tuesday,13:00,ZAR,432.85,EUR,432.85,4.33,12.99
QuickServe,Germany,Munich,Sunday,12:00,EUR,1053.29,GBP,1239.17,12.39,37.18
FinEdge,Canada,Edmonton,Monday,1:00,CAD,36.78,EUR,36.78,0.37,1.1
Transactly,Ireland,Limerick,Sunday,2:00,EUR,417.6,AED,103.11,1.03,3.09
Cashwave,Mexico,Guadalajara,Sunday,21:00,MXN,163.17,USD,148.33,1.48,4.45
NeoCommerce,India,Bangalore,Friday,10:00,INR,106.45,USD,96.78,0.97,2.9
EuroLink,Germany,Cologne,Friday,13:00,EUR,371.08,GBP,436.56,4.37,13.1
SmartFunds,Australia,Gold Coast,Thursday,0:00,AUD,85.57,USD,77.79,0.78,2.33
TradeNova,Sweden,Malmö,Wednesday,18:00,SEK,409.37,AUD,248.1,2.48,7.44
NovaPay,India,Mumbai,Thursday,20:00,INR,346.09,EUR,346.09,3.46,10.38
BuyNet,Malaysia,Kuala Lumpur,Wednesday,0:00,MYR,161.24,GBP,189.69,1.9,5.69
FlexiPay,Canada,Hamilton,Saturday,9:00,CAD,227.05,EUR,227.05,2.27,6.81
MerchantX,Norway,Stavanger,Tuesday,11:00,NOK,102.64,EUR,102.64,1.03,3.08
AlphaPay,Denmark,Odense,Thursday,10:00,DKK,337.57,USD,306.88,3.07,9.21
GlobalMart,Denmark,Esbjerg,Saturday,13:00,DKK,275.73,AUD,167.11,1.67,5.01
PaySphere,Norway,Trondheim,Friday,4:00,NOK,197.55,USD,179.59,1.8,5.39
QuickServe,Germany,Hamburg,Tuesday,20:00,EUR,173.99,AUD,105.45,1.05,3.16
FinEdge,Sweden,Gothenburg,Thursday,21:00,SEK,37.72,EUR,37.72,0.38,1.13
Transactly,UK,Belfast,Monday,16:00,GBP,472.96,EUR,472.96,4.73,14.19
Cashwave,Norway,Tromsø,Monday,23:00,NOK,256.17,EUR,256.17,2.56,7.69
NeoCommerce,UK,Liverpool,Thursday,18:00,GBP,328.74,AUD,199.23,1.99,5.98
EuroLink,Thailand,Hat Yai,Monday,3:00,THB,256.39,GBP,301.64,3.02,9.05
SmartFunds,Japan,Osaka,Thursday,7:00,JPY,2411.41,GBP,2836.95,28.37,85.11
TradeNova,UAE,Ajman,Sunday,9:00,AED,200.7,GBP,236.12,2.36,7.08
NovaPay,China,Shenzhen,Saturday,16:00,CNY,347.86,EUR,347.86,3.48,10.44
BuyNet,UAE,Al Ain,Wednesday,10:00,AED,426.08,AUD,258.23,2.58,7.75
FlexiPay,Italy,Venice,Saturday,7:00,EUR,218.59,AUD,132.48,1.32,3.97
MerchantX,Australia,Newcastle,Saturday,22:00,AUD,159.36,EUR,159.36,1.59,4.78
AlphaPay,UK,Leeds,Wednesday,11:00,GBP,262.67,AUD,159.2,1.59,4.78
GlobalMart,USA,Chicago,Friday,23:00,USD,288.37,EUR,288.37,2.88,8.65
PaySphere,Singapore,Singapore,Saturday,8:00,SGD,154,AED,38.02,0.38,1.14
QuickServe,UAE,Ajman,Thursday,10:00,AED,397.88,EUR,397.88,3.98,11.94
FinEdge,Vietnam,Ho Chi Minh City,Friday,15:00,VND,289.43,GBP,340.5,3.4,10.22
Transactly,UK,Belfast,Wednesday,16:00,GBP,124.23,EUR,124.23,1.24,3.73
Cashwave,USA,New York,Saturday,11:00,USD,1235.84,AED,305.15,3.05,9.15
NeoCommerce,Brazil,Brasilia,Saturday,22:00,BRL,494.17,USD,449.25,4.49,13.48
EuroLink,South Africa,Pretoria,Tuesday,5:00,ZAR,202.31,AUD,122.61,1.23,3.68
SmartFunds,Vietnam,Can Tho,Friday,10:00,VND,190.08,EUR,190.08,1.9,5.7
TradeNova,China,Chengdu,Thursday,18:00,CNY,392.07,USD,356.43,3.56,10.69
NovaPay,UK,Sheffield,Tuesday,9:00,GBP,168.03,AED,41.49,0.41,1.24
BuyNet,Sweden,Uppsala,Friday,9:00,SEK,282.91,EUR,282.91,2.83,8.49
FlexiPay,France,Nice,Friday,23:00,EUR,55,AED,13.58,0.14,0.41
MerchantX,Spain,Seville,Wednesday,4:00,EUR,2297.96,AUD,1392.7,13.93,41.78
AlphaPay,Spain,Malaga,Monday,23:00,EUR,107.6,GBP,126.59,1.27,3.8
GlobalMart,Thailand,Pattaya,Friday,6:00,THB,362.03,USD,329.12,3.29,9.87
PaySphere,Spain,Seville,Friday,9:00,EUR,269.49,GBP,317.05,3.17,9.51
QuickServe,Canada,Montreal,Sunday,14:00,CAD,211.83,AUD,128.38,1.28,3.85
FinEdge,France,Lille,Monday,7:00,EUR,190.62,USD,173.29,1.73,5.2
Transactly,Vietnam,Hai Phong,Thursday,20:00,VND,334.13,GBP,393.1,3.93,11.79
Cashwave,India,Hyderabad,Friday,9:00,INR,291.88,EUR,291.88,2.92,8.76
NeoCommerce,Mexico,Puebla,Thursday,4:00,MXN,4284.67,USD,3895.15,38.95,116.85
EuroLink,Norway,Bergen,Friday,21:00,NOK,124.41,GBP,146.37,1.46,4.39
SmartFunds,South Africa,Pretoria,Saturday,15:00,ZAR,402.85,USD,366.23,3.66,10.99
TradeNova,Malaysia,Ipoh,Friday,7:00,MYR,18.89,AED,4.66,0.05,0.14
NovaPay,Spain,Seville,Wednesday,21:00,EUR,417.89,AUD,253.27,2.53,7.6
BuyNet,UAE,Abu Dhabi,Friday,6:00,AED,129.94,EUR,129.94,1.3,3.9
FlexiPay,Canada,Calgary,Saturday,12:00,CAD,280.87,AED,69.35,0.69,2.08
MerchantX,Denmark,Aarhus,Thursday,16:00,DKK,140.03,USD,127.3,1.27,3.82
AlphaPay,Sweden,Uppsala,Monday,8:00,SEK,128.27,AUD,77.74,0.78,2.33
GlobalMart,Spain,Las Palmas,Friday,5:00,EUR,354.85,AUD,215.06,2.15,6.45
PaySphere,India,Delhi,Sunday,6:00,INR,123.85,AUD,75.06,0.75,2.25
QuickServe,Denmark,Odense,Saturday,12:00,DKK,313.86,USD,285.33,2.85,8.56
FinEdge,Australia,Hobart,Tuesday,20:00,AUD,272.1,GBP,320.11,3.2,9.6
Transactly,France,Nice,Saturday,11:00,EUR,239.62,USD,217.84,2.18,6.54
Cashwave,Netherlands,Almere,Friday,18:00,EUR,337.27,USD,306.61,3.07,9.2
NeoCommerce,Spain,Palma,Friday,0:00,EUR,230,USD,209.09,2.09,6.27
EuroLink,Canada,Ottawa,Wednesday,7:00,CAD,107.82,GBP,126.85,1.27,3.81
SmartFunds,France,Marseille,Thursday,10:00,EUR,47,USD,42.72,0.43,1.28
TradeNova,France,Lyon,Thursday,22:00,EUR,240.34,AED,59.34,0.59,1.78
NovaPay,Italy,Turin,Monday,12:00,EUR,330.2,USD,300.18,3,9.01
BuyNet,Germany,Frankfurt,Saturday,8:00,EUR,20.38,GBP,23.98,0.24,0.72
FlexiPay,China,Shenzhen,Sunday,5:00,CNY,38.01,AUD,23.03,0.23,0.69
MerchantX,Netherlands,Rotterdam,Wednesday,9:00,EUR,34.26,AED,8.46,0.08,0.25
AlphaPay,India,Mumbai,Sunday,11:00,INR,455.63,USD,414.21,4.14,12.43
GlobalMart,Germany,Frankfurt,Wednesday,18:00,EUR,256.25,USD,232.95,2.33,6.99
PaySphere,Spain,Barcelona,Wednesday,12:00,EUR,52.57,GBP,61.84,0.62,1.86
QuickServe,Ireland,Galway,Friday,16:00,EUR,19.24,USD,17.49,0.17,0.52
FinEdge,Switzerland,Geneva,Tuesday,15:00,CHF,110.37,AUD,66.89,0.67,2.01
Transactly,Vietnam,Ho Chi Minh City,Saturday,8:00,VND,20.37,USD,18.52,0.19,0.56
Cashwave,Vietnam,Hai Phong,Friday,22:00,VND,480.31,AED,118.6,1.19,3.56
NeoCommerce,Germany,Düsseldorf,Sunday,22:00,EUR,459.33,AED,113.41,1.13,3.4
EuroLink,Italy,Venice,Friday,13:00,EUR,69.31,USD,63.01,0.63,1.89
SmartFunds,UAE,Al Ain,Monday,15:00,AED,143.71,AUD,87.1,0.87,2.61
TradeNova,India,Ahmedabad,Thursday,14:00,INR,270.83,AUD,164.14,1.64,4.92
NovaPay,Denmark,Copenhagen,Wednesday,11:00,DKK,44.79,EUR,44.79,0.45,1.34
BuyNet,Canada,Ottawa,Thursday,4:00,CAD,115.03,AUD,69.72,0.7,2.09
FlexiPay,France,Nice,Thursday,16:00,EUR,93.65,AUD,56.76,0.57,1.7
MerchantX,Singapore,Singapore,Friday,11:00,SGD,143.61,USD,130.55,1.31,3.92
AlphaPay,UK,Belfast,Thursday,7:00,GBP,22.01,USD,20.01,0.2,0.6
GlobalMart,Italy,Rome,Sunday,16:00,EUR,424.74,AUD,257.42,2.57,7.72
PaySphere,Ireland,Dublin,Saturday,19:00,EUR,398.46,AED,98.38,0.98,2.95
QuickServe,Spain,Palma,Sunday,6:00,EUR,44.63,AED,11.02,0.11,0.33
FinEdge,Spain,Las Palmas,Saturday,22:00,EUR,423.35,AUD,256.57,2.57,7.7
Transactly,Mexico,Mexico City,Thursday,13:00,MXN,102.67,USD,93.33,0.93,2.8
Cashwave,Italy,Rome,Tuesday,12:00,EUR,188.98,AED,46.66,0.47,1.4
NeoCommerce,Canada,Hamilton,Wednesday,17:00,CAD,477.55,AED,117.91,1.18,3.54
EuroLink,South Africa,Port Elizabeth,Tuesday,6:00,ZAR,469.15,USD,426.5,4.26,12.8
SmartFunds,Switzerland,Bern,Tuesday,15:00,CHF,405.37,EUR,405.37,4.05,12.16
TradeNova,Singapore,Singapore,Monday,7:00,SGD,56.91,AUD,34.49,0.34,1.03
NovaPay,Norway,Tromsø,Thursday,15:00,NOK,474.68,USD,431.52,4.32,12.95
BuyNet,Sweden,Malmö,Monday,6:00,SEK,269.21,EUR,269.21,2.69,8.08
FlexiPay,Denmark,Copenhagen,Saturday,8:00,DKK,319.34,AED,78.85,0.79,2.37
MerchantX,USA,Chicago,Monday,12:00,USD,158.35,EUR,158.35,1.58,4.75
AlphaPay,Mexico,Monterrey,Tuesday,1:00,MXN,4439.78,USD,4036.16,40.36,121.08
GlobalMart,Canada,London,Thursday,7:00,CAD,160.67,GBP,189.02,1.89,5.67
PaySphere,UAE,Abu Dhabi,Wednesday,7:00,AED,415.91,AUD,252.07,2.52,7.56
QuickServe,Spain,Malaga,Sunday,7:00,EUR,260.29,AED,64.27,0.64,1.93
FinEdge,Sweden,Stockholm,Tuesday,12:00,SEK,453.29,USD,412.09,4.12,12.36
Transactly,Vietnam,Hai Phong,Monday,21:00,VND,102.02,GBP,120.02,1.2,3.6
Cashwave,Germany,Frankfurt,Friday,9:00,EUR,112.89,GBP,132.81,1.33,3.98
NeoCommerce,Switzerland,Bern,Thursday,3:00,CHF,93.1,GBP,109.53,1.1,3.29
EuroLink,South Africa,Cape Town,Monday,23:00,ZAR,299.9,EUR,299.9,3,9
SmartFunds,Thailand,Phuket,Thursday,9:00,THB,311.1,EUR,311.1,3.11,9.33
TradeNova,France,Nice,Monday,4:00,EUR,407.7,AED,100.67,1.01,3.02
NovaPay,Canada,Edmonton,Wednesday,23:00,CAD,242.04,USD,220.04,2.2,6.6
BuyNet,Denmark,Odense,Wednesday,12:00,DKK,480.72,GBP,565.55,5.66,16.97
FlexiPay,Australia,Gold Coast,Monday,12:00,AUD,54.16,AED,13.37,0.13,0.4
MerchantX,Brazil,Salvador,Friday,19:00,BRL,119.15,AED,29.42,0.29,0.88
AlphaPay,Thailand,Bangkok,Monday,6:00,THB,364.39,AUD,220.84,2.21,6.63
GlobalMart,Mexico,Puebla,Thursday,2:00,MXN,286.84,AUD,173.84,1.74,5.22
PaySphere,South Africa,Cape Town,Saturday,11:00,ZAR,551.82,AUD,334.43,3.34,10.03
QuickServe,UK,Bristol,Thursday,3:00,GBP,408.98,EUR,408.98,4.09,12.27
FinEdge,UAE,Abu Dhabi,Sunday,13:00,AED,399.4,EUR,399.4,3.99,11.98
Transactly,Singapore,Singapore,Thursday,4:00,SGD,312.21,EUR,312.21,3.12,9.37
Cashwave,South Africa,Johannesburg,Sunday,15:00,ZAR,247.93,AUD,150.26,1.5,4.51
NeoCommerce,Norway,Tromsø,Monday,17:00,NOK,132.37,EUR,132.37,1.32,3.97
EuroLink,Denmark,Aarhus,Monday,9:00,DKK,373.16,GBP,439.02,4.39,13.17
SmartFunds,Norway,Trondheim,Tuesday,11:00,NOK,20.78,GBP,24.45,0.24,0.73
TradeNova,Japan,Nagoya,Monday,12:00,JPY,27.95,USD,25.41,0.25,0.76
NovaPay,South Africa,Johannesburg,Saturday,17:00,ZAR,266.55,AED,65.81,0.66,1.97
BuyNet,USA,San Diego,Thursday,8:00,USD,317.44,GBP,373.46,3.73,11.2
FlexiPay,Italy,Florence,Friday,18:00,EUR,439.84,AUD,266.57,2.67,8
MerchantX,Ireland,Cork,Tuesday,7:00,EUR,400.81,AUD,242.91,2.43,7.29
AlphaPay,Brazil,Brasilia,Monday,3:00,BRL,136.44,GBP,160.51,1.61,4.82
GlobalMart,Switzerland,Zurich,Monday,20:00,CHF,470.55,GBP,553.59,5.54,16.61
PaySphere,Singapore,Singapore,Saturday,12:00,SGD,3175.72,USD,2887.02,28.87,86.61
QuickServe,India,Mumbai,Thursday,2:00,INR,46.8,AED,11.56,0.12,0.35
FinEdge,Sweden,Uppsala,Friday,14:00,SEK,33.14,GBP,38.99,0.39,1.17
Transactly,Spain,Las Palmas,Thursday,19:00,EUR,161.36,GBP,189.83,1.9,5.69
Cashwave,Germany,Cologne,Sunday,7:00,EUR,188.23,USD,171.12,1.71,5.13
NeoCommerce,Spain,Murcia,Wednesday,17:00,EUR,80.97,AUD,49.07,0.49,1.47
EuroLink,France,Nantes,Saturday,17:00,EUR,160.61,USD,146.01,1.46,4.38
SmartFunds,USA,Austin,Wednesday,10:00,USD,825.17,GBP,970.78,9.71,29.12
TradeNova,India,Hyderabad,Thursday,16:00,INR,166.1,EUR,166.1,1.66,4.98
NovaPay,Vietnam,Can Tho,Monday,22:00,VND,1614.05,GBP,1898.88,18.99,56.97
BuyNet,France,Lyon,Friday,19:00,EUR,286.57,GBP,337.14,3.37,10.11
FlexiPay,Norway,Trondheim,Saturday,10:00,NOK,424.12,EUR,424.12,4.24,12.72
MerchantX,Malaysia,Johor Bahru,Sunday,14:00,MYR,1386.35,AUD,840.21,8.4,25.21
AlphaPay,Malaysia,Johor Bahru,Wednesday,13:00,MYR,288.15,AED,71.15,0.71,2.13
GlobalMart,Spain,Barcelona,Friday,9:00,EUR,335.97,GBP,395.26,3.95,11.86
PaySphere,Germany,Stuttgart,Wednesday,19:00,EUR,41.15,GBP,48.41,0.48,1.45
QuickServe,Thailand,Bangkok,Friday,15:00,THB,262.46,AED,64.8,0.65,1.94
FinEdge,Sweden,Stockholm,Wednesday,18:00,SEK,496.67,AUD,301.01,3.01,9.03
Transactly,Canada,Vancouver,Tuesday,8:00,CAD,222.44,EUR,222.44,2.22,6.67
Cashwave,Ireland,Dublin,Tuesday,18:00,EUR,185.7,USD,168.82,1.69,5.06
NeoCommerce,Ireland,Cork,Sunday,14:00,EUR,443.68,USD,403.34,4.03,12.1
EuroLink,Canada,Calgary,Wednesday,15:00,CAD,177.45,AUD,107.55,1.08,3.23
SmartFunds,Norway,Bergen,Tuesday,15:00,NOK,399.78,USD,363.43,3.63,10.9
TradeNova,Mexico,Guadalajara,Friday,6:00,MXN,272.05,USD,247.32,2.47,7.42
NovaPay,Italy,Genoa,Monday,13:00,EUR,231.28,USD,210.25,2.1,6.31
BuyNet,Ireland,Dublin,Saturday,21:00,EUR,3104.39,AED,766.52,7.67,23
FlexiPay,Spain,Seville,Saturday,11:00,EUR,81.28,USD,73.89,0.74,2.22
MerchantX,UAE,Al Ain,Wednesday,22:00,AED,390,AUD,236.36,2.36,7.09
AlphaPay,Italy,Bologna,Saturday,6:00,EUR,2162.01,AED,533.83,5.34,16.01
GlobalMart,Japan,Fukuoka,Tuesday,15:00,JPY,2089.98,AED,516.04,5.16,15.48
PaySphere,South Africa,Durban,Thursday,19:00,ZAR,147.96,USD,134.51,1.35,4.04
QuickServe,Switzerland,Zurich,Thursday,10:00,CHF,476.83,AED,117.74,1.18,3.53
FinEdge,UK,Bristol,Saturday,9:00,GBP,236.7,EUR,236.7,2.37,7.1
Transactly,Singapore,Singapore,Sunday,23:00,SGD,407.5,USD,370.45,3.7,11.11
Cashwave,India,Ahmedabad,Tuesday,18:00,INR,4808.21,AED,1187.21,11.87,35.62
NeoCommerce,UK,Belfast,Thursday,16:00,GBP,245.72,USD,223.38,2.23,6.7
EuroLink,Germany,Berlin,Monday,20:00,EUR,356.11,AUD,215.82,2.16,6.47
SmartFunds,Canada,Vancouver,Thursday,19:00,CAD,397.24,EUR,397.24,3.97,11.92
TradeNova,Japan,Sapporo,Friday,12:00,JPY,29.81,USD,27.1,0.27,0.81
NovaPay,Australia,Brisbane,Friday,11:00,AUD,230.27,AED,56.86,0.57,1.71
BuyNet,South Africa,Cape Town,Monday,9:00,ZAR,80,GBP,94.12,0.94,2.82
FlexiPay,Sweden,Västerås,Wednesday,10:00,SEK,4973.47,GBP,5851.14,58.51,175.53
MerchantX,Thailand,Bangkok,Wednesday,19:00,THB,331.64,USD,301.49,3.01,9.04
AlphaPay,Brazil,Brasilia,Monday,5:00,BRL,4893.3,EUR,4893.3,48.93,146.8
GlobalMart,Japan,Nagoya,Monday,23:00,JPY,305.81,AED,75.51,0.76,2.27
PaySphere,USA,Austin,Tuesday,5:00,USD,348.84,GBP,410.4,4.1,12.31
QuickServe,India,Mumbai,Friday,6:00,INR,2.84,GBP,3.34,0.03,0.1
FinEdge,Japan,Sapporo,Wednesday,14:00,JPY,326.56,AED,80.63,0.81,2.42
Transactly,Singapore,Singapore,Tuesday,18:00,SGD,476.23,EUR,476.23,4.76,14.29
Cashwave,Canada,Winnipeg,Friday,23:00,CAD,86.77,GBP,102.09,1.02,3.06
NeoCommerce,UAE,Al Ain,Monday,6:00,AED,107.49,GBP,126.46,1.26,3.79
EuroLink,China,Guangzhou,Thursday,10:00,CNY,213.29,AUD,129.27,1.29,3.88
SmartFunds,France,Paris,Friday,9:00,EUR,458.16,AUD,277.67,2.78,8.33
TradeNova,Australia,Melbourne,Wednesday,18:00,AUD,415.89,USD,378.08,3.78,11.34
NovaPay,Denmark,Odense,Thursday,11:00,DKK,476.74,AED,117.71,1.18,3.53
BuyNet,Malaysia,Ipoh,Wednesday,20:00,MYR,41.81,AED,10.32,0.1,0.31
FlexiPay,France,Lyon,Sunday,22:00,EUR,343.93,GBP,404.63,4.05,12.14
MerchantX,Sweden,Västerås,Sunday,8:00,SEK,300.07,USD,272.79,2.73,8.18
AlphaPay,USA,Dallas,Monday,4:00,USD,122.01,AED,30.12,0.3,0.9
GlobalMart,Netherlands,Nijmegen,Tuesday,13:00,EUR,171.51,GBP,201.78,2.02,6.05
PaySphere,Japan,Fukuoka,Saturday,9:00,JPY,157.59,AED,38.91,0.39,1.17
QuickServe,India,Mumbai,Saturday,14:00,INR,464.68,USD,422.44,4.22,12.67
FinEdge,Italy,Palermo,Monday,7:00,EUR,134.2,AUD,81.34,0.81,2.44
Transactly,Thailand,Pattaya,Friday,6:00,THB,4410.28,USD,4009.35,40.09,120.28
Cashwave,India,Delhi,Friday,14:00,INR,444.5,AUD,269.39,2.69,8.08
NeoCommerce,USA,Houston,Thursday,22:00,USD,422.99,AED,104.44,1.04,3.13
EuroLink,India,Ahmedabad,Tuesday,7:00,INR,108.68,GBP,127.86,1.28,3.84
SmartFunds,Sweden,Malmö,Monday,23:00,SEK,2524.24,EUR,2524.24,25.24,75.73
TradeNova,Spain,Las Palmas,Thursday,1:00,EUR,434.03,AUD,263.05,2.63,7.89
NovaPay,Brazil,Fortaleza,Monday,14:00,BRL,2418.13,EUR,2418.13,24.18,72.54
BuyNet,Netherlands,Groningen,Friday,9:00,EUR,2027.34,USD,1843.03,18.43,55.29
FlexiPay,Italy,Bologna,Tuesday,22:00,EUR,202.48,GBP,238.21,2.38,7.15
MerchantX,China,Beijing,Saturday,3:00,CNY,2423.27,AUD,1468.65,14.69,44.06
AlphaPay,Thailand,Phuket,Wednesday,6:00,THB,197.97,GBP,232.9,2.33,6.99
GlobalMart,Canada,Toronto,Saturday,8:00,CAD,132.11,GBP,155.42,1.55,4.66
PaySphere,Japan,Nagoya,Saturday,17:00,JPY,86.8,AED,21.43,0.21,0.64
QuickServe,Denmark,Aalborg,Monday,22:00,DKK,345.23,GBP,406.15,4.06,12.18
FinEdge,Brazil,Rio de Janeiro,Tuesday,4:00,BRL,455.78,AUD,276.23,2.76,8.29
Transactly,Japan,Fukuoka,Friday,8:00,JPY,212.16,AUD,128.58,1.29,3.86
Cashwave,South Africa,Port Elizabeth,Wednesday,17:00,ZAR,195.89,AED,48.37,0.48,1.45
NeoCommerce,Denmark,Odense,Thursday,12:00,DKK,420.18,USD,381.98,3.82,11.46
EuroLink,Brazil,Salvador,Monday,14:00,BRL,3675.76,EUR,3675.76,36.76,110.27
SmartFunds,Singapore,Singapore,Wednesday,17:00,SGD,342.77,USD,311.61,3.12,9.35
TradeNova,Spain,Malaga,Wednesday,8:00,EUR,173.22,AUD,104.98,1.05,3.15
NovaPay,Japan,Tokyo,Saturday,21:00,JPY,422.93,EUR,422.93,4.23,12.69
BuyNet,Thailand,Phuket,Thursday,19:00,THB,160.05,USD,145.5,1.46,4.36
FlexiPay,Germany,Frankfurt,Sunday,7:00,EUR,415.39,AED,102.56,1.03,3.08
MerchantX,Sweden,Stockholm,Saturday,17:00,SEK,350.61,USD,318.73,3.19,9.56
AlphaPay,Malaysia,Kuala Lumpur,Saturday,20:00,MYR,1685.77,AED,416.24,4.16,12.49
GlobalMart,Thailand,Chiang Mai,Monday,7:00,THB,4575.66,AUD,2773.13,27.73,83.19
PaySphere,Netherlands,Groningen,Saturday,16:00,EUR,198.24,USD,180.22,1.8,5.41
QuickServe,Ireland,Galway,Wednesday,15:00,EUR,115.21,GBP,135.54,1.36,4.07
FinEdge,Malaysia,Kuching,Monday,21:00,MYR,258.19,AUD,156.48,1.56,4.69
Transactly,Switzerland,Lausanne,Saturday,10:00,CHF,300.24,AED,74.13,0.74,2.22
Cashwave,Netherlands,The Hague,Monday,13:00,EUR,305.83,AUD,185.35,1.85,5.56
NeoCommerce,Denmark,Aalborg,Saturday,12:00,DKK,468.19,USD,425.63,4.26,12.77
EuroLink,Denmark,Odense,Thursday,9:00,DKK,497.18,EUR,497.18,4.97,14.92
SmartFunds,France,Montpellier,Friday,11:00,EUR,349.35,GBP,411,4.11,12.33
TradeNova,Germany,Berlin,Monday,15:00,EUR,292.65,GBP,344.3,3.44,10.33
NovaPay,Vietnam,Da Nang,Wednesday,23:00,VND,464.78,AUD,281.69,2.82,8.45
BuyNet,USA,Los Angeles,Thursday,22:00,USD,128.19,EUR,128.19,1.28,3.85
FlexiPay,Sweden,Malmö,Friday,18:00,SEK,15.72,EUR,15.72,0.16,0.47
MerchantX,UK,Liverpool,Saturday,0:00,GBP,14.63,AUD,8.87,0.09,0.27
AlphaPay,Spain,Murcia,Wednesday,18:00,EUR,119.69,GBP,140.81,1.41,4.22
GlobalMart,Italy,Venice,Monday,10:00,EUR,315.59,AUD,191.27,1.91,5.74
PaySphere,UAE,Ajman,Thursday,14:00,AED,127.48,EUR,127.48,1.27,3.82
QuickServe,Vietnam,Da Nang,Sunday,13:00,VND,377.62,AUD,228.86,2.29,6.87
FinEdge,India,Delhi,Friday,13:00,INR,96.04,AED,23.71,0.24,0.71
Transactly,China,Shanghai,Saturday,21:00,CNY,123.47,AUD,74.83,0.75,2.24
Cashwave,Vietnam,Da Nang,Sunday,13:00,VND,468.55,EUR,468.55,4.69,14.06
NeoCommerce,Malaysia,Kuching,Wednesday,21:00,MYR,464.47,EUR,464.47,4.64,13.93
EuroLink,Spain,Barcelona,Monday,10:00,EUR,107.25,GBP,126.18,1.26,3.79
SmartFunds,Singapore,Singapore,Friday,12:00,SGD,189.12,USD,171.93,1.72,5.16
TradeNova,UAE,Sharjah,Wednesday,15:00,AED,54.13,EUR,54.13,0.54,1.62
NovaPay,France,Strasbourg,Friday,19:00,EUR,214.84,AED,53.05,0.53,1.59
BuyNet,Ireland,Dublin,Monday,2:00,EUR,156.88,AUD,95.08,0.95,2.85
FlexiPay,USA,Austin,Tuesday,7:00,USD,325.29,EUR,325.29,3.25,9.76
MerchantX,Brazil,Fortaleza,Tuesday,10:00,BRL,191.37,AED,47.25,0.47,1.42
AlphaPay,UK,Cardiff,Thursday,9:00,GBP,234.41,AED,57.88,0.58,1.74
GlobalMart,Australia,Brisbane,Monday,11:00,AUD,369.4,USD,335.82,3.36,10.07
PaySphere,Spain,Malaga,Monday,10:00,EUR,156.57,USD,142.34,1.42,4.27
QuickServe,Vietnam,Can Tho,Tuesday,9:00,VND,363.45,AED,89.74,0.9,2.69
FinEdge,Japan,Sapporo,Sunday,9:00,JPY,140.34,AUD,85.05,0.85,2.55
Transactly,Germany,Frankfurt,Saturday,10:00,EUR,110.13,AUD,66.75,0.67,2
Cashwave,Vietnam,Ho Chi Minh City,Monday,12:00,VND,142.84,GBP,168.05,1.68,5.04
NeoCommerce,Sweden,Västerås,Sunday,9:00,SEK,471.42,AUD,285.71,2.86,8.57
EuroLink,South Africa,Pretoria,Tuesday,14:00,ZAR,150.6,GBP,177.17,1.77,5.32
SmartFunds,Switzerland,Lausanne,Saturday,19:00,CHF,430.94,GBP,506.98,5.07,15.21
TradeNova,Japan,Fukuoka,Friday,18:00,JPY,79.66,EUR,79.66,0.8,2.39
NovaPay,Brazil,Fortaleza,Sunday,11:00,BRL,463.4,USD,421.27,4.21,12.64
BuyNet,Germany,Dortmund,Thursday,21:00,EUR,215.23,AED,53.14,0.53,1.59
FlexiPay,Mexico,Tijuana,Friday,7:00,MXN,429.24,AED,105.99,1.06,3.18
MerchantX,Mexico,Monterrey,Sunday,21:00,MXN,147.05,EUR,147.05,1.47,4.41
AlphaPay,Singapore,Singapore,Sunday,6:00,SGD,409.91,AED,101.21,1.01,3.04
GlobalMart,Italy,Palermo,Saturday,2:00,EUR,155.67,GBP,183.14,1.83,5.49
PaySphere,Canada,Hamilton,Tuesday,15:00,CAD,324.32,EUR,324.32,3.24,9.73
QuickServe,Vietnam,Hanoi,Thursday,22:00,VND,1410.48,USD,1282.26,12.82,38.47
